id,ndb_no,food_group_code,long_description,short_description,common_name,company_name,survey,refuse_description,refuce,scientific_name,nitrogen_factor,protein_factor,fat_factor,cho_factor,food_group_id
5990,19279,1900,"Candies, milk chocolate coated coffee beans","CANDIES,MILK CHOC COATD COFFEE BNS",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,19
5991,19280,1900,"Frozen novelties, ice type, lime","FROZEN NOVELTIES,ICE TYPE,LIME",NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.90,19
5992,19281,1900,"Frozen novelties, ice type, italian, restaurant-prepared","FROZEN NOVELTIES,ICE TYPE,ITALIAN,REST-PREP",NULL,NULL,NULL,NULL,0,NULL,6.25,3.36,8.37,3.90,19
5993,19283,1900,"Frozen novelties, ice type, pop","FROZEN NOVELTIES,ICE TYPE,POP",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
5994,19292,1900,"Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies","CANDIES,MARS SNACKFOOD US,M&M'S CRISPY CHOC CANDIES",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
5995,19293,1900,"Frozen yogurts, vanilla, soft-serve","FROZEN YOGURTS,VANILLA,SOFT-SERVE",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
5996,19294,1900,"Fruit butters, apple","FRUIT BUTTERS,APPLE",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
5997,19295,1900,"Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar","CANDIES,MARS SNACKFOOD US,SNICKERS MUNCH BAR",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
5998,19296,1900,Honey,HONEY,NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.68,19
5999,19297,1900,"Jams and preserves","JAMS AND PRESERVES",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6000,19300,1900,Jellies,JELLIES,NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.80,19
6001,19301,1900,"Candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe","CANDIES,FUDGE,CHOC MARSHMLLW,W/ NUTS,PREPARED-BY-RECIPE",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6002,19302,1900,"Candies, MARS SNACKFOOD US, SNICKERS Almond bar","CANDIES,MARS SNACKFOOD US,SNICKERS ALMOND BAR",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6003,19303,1900,"Marmalade, orange","MARMALADE,ORANGE",NULL,NULL,Y,NULL,0,NULL,6.25,3.40,8.40,3.70,19
6004,19304,1900,Molasses,MOLASSES,NULL,NULL,Y,NULL,0,NULL,6.25,NULL,8.37,3.87,19
6005,19306,1900,"Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies","CANDIES,MARS SNACKFOOD US,POP SNICKERS BITE SIZE CANDIES",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6006,19307,1900,"Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candies","CANDIES,MARS SNACKFOOD US,POP MILKY WAY BITE SIZE",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6007,19308,1900,"Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Candies","CANDIES,MARS SNACK US,POP'ABLES 3 MUSKETEERS BITE SIZE",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6008,19309,1900,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Fruit and Creme","CANDIES,MARS SNACK US,STARBURST FRUIT CHEWS,FRT&CREM",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6009,19310,1900,"Pectin, unsweetened, dry mix","PECTIN,UNSWTND,DRY MIX",NULL,NULL,NULL,NULL,0,NULL,6.25,NULL,NULL,3.60,19
6010,19312,1900,"Pie fillings, apple, canned","PIE FILLINGS,APPL,CND",NULL,NULL,Y,NULL,0,NULL,6.25,3.40,8.40,3.80,19
6011,19313,1900,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits","CANDIES,MARS SNACKFOOD US,STARBURST FRUIT CHEWS,TROP",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6012,19314,1900,"Pie fillings, canned, cherry","PIE FILLINGS,CND,CHERRY",NULL,NULL,NULL,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6013,19315,1900,"Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews","CANDIES,MARS SNACKFOOD US,STARBURST SOUR FRUIT CHEWS",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6014,19318,1900,"Puddings, banana, dry mix, instant","PUDDINGS,BANANA,DRY MIX,INST",NULL,NULL,NULL,NULL,0,NULL,6.40,4.20,8.80,3.90,19
6015,19319,1900,"Puddings, banana, dry mix, instant, prepared with whole milk","PUDDINGS,BANANA,DRY MIX,INST,PREP W/ WHL MILK",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6016,19320,1900,"Puddings, banana, dry mix, regular","PUDDINGS,BANANA,DRY MIX,REG",NULL,NULL,NULL,NULL,0,NULL,6.20,3.50,8.40,3.90,19
6017,19321,1900,"Puddings, banana, dry mix, regular, prepared with whole milk","PUDDINGS,BANANA,DRY MIX,REG,PREP W/ WHL MILK",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6018,19322,1900,"Puddings, coconut cream, dry mix, instant","PUDDINGS,COCNT CRM,DRY MIX,INST",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6019,19323,1900,"Puddings, coconut cream, dry mix, instant, prepared with whole milk","PUDDINGS,COCNT CRM,DRY MIX,INST,PREP W/ WHL MILK",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6020,19324,1900,"Puddings, coconut cream, dry mix, regular","PUDDINGS,COCNT CRM,DRY MIX,REG",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6021,19325,1900,"Puddings, coconut cream, dry mix, regular, prepared with whole milk","PUDDINGS,COCNT CRM,DRY MIX,REG,PREP W/ WHL MILK",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6022,19326,1900,"Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar","CANDIES,MARS SNACKFOOD US,COCOAVIA CHOC BAR",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6023,19327,1900,"Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Bar","CANDIES,MARS SNACK US,COCOAVIA BLUEBERRY & ALMOND CHOC BAR",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6024,19328,1900,"Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar","CANDIES,MARS SNACKFOOD US,COCOAVIA CRISPY CHOC BAR",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6025,19330,1900,"Puddings, lemon, dry mix, instant","PUDDINGS,LEMON,DRY MIX,INST",NULL,NULL,NULL,NULL,0,NULL,6.40,4.20,8.80,3.90,19
6026,19331,1900,"Puddings, lemon, dry mix, instant, prepared with whole milk","PUDDINGS,LEMON,DRY MIX,INST,PREP W/ WHL MILK",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6027,19332,1900,"Puddings, lemon, dry mix, regular","PUDDINGS,LEMON,DRY MIX,REG",NULL,NULL,NULL,NULL,0,NULL,6.25,3.50,8.80,3.90,19
6028,19333,1900,"Pudding, lemon, dry mix, regular, prepared with sugar, egg yolk and water","PUDDING,LEMON,DRY MIX,REG,PREP W/ SUGAR,EGG YOLK & H2O",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6029,19334,1900,"Sugars, brown","SUGARS,BROWN",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,0.00,3.87,19
6030,19335,1900,"Sugars, granulated","SUGARS,GRANULATED",sucrose,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,3.87,19
6031,19336,1900,"Sugars, powdered","SUGARS,POWDERED",NULL,NULL,Y,NULL,0,NULL,6.25,3.50,8.40,3.90,19
6032,19337,1900,"Sweeteners, tabletop, aspartame, EQUAL, packets","SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",NULL,"Merisant Company",Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6033,19340,1900,"Sugars, maple","SUGARS,MAPLE",NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.87,19
6034,19345,1900,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup","SYRUPS,CHOC,HERSHEY'S GENUINE CHOC FLAV LITE SYRUP",NULL,"Hershey Food Corp.",Y,NULL,0,NULL,NULL,4.00,9.00,4.00,19
6035,19348,1900,"Syrups, chocolate, fudge-type","SYRUPS,CHOC,FUDGE-TYPE",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6036,19349,1900,"Syrups, corn, dark","SYRUPS,CORN,DK",NULL,NULL,Y,NULL,0,NULL,6.25,0.00,0.00,3.68,19
6037,19350,1900,"Syrups, corn, light","SYRUPS,CORN,LT",NULL,NULL,Y,NULL,0,NULL,6.25,0.00,0.00,3.68,19
6038,19351,1900,"Syrups, corn, high-fructose","SYRUPS,CORN,HIGH-FRUCTOSE",NULL,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,3.70,19
6039,19352,1900,"Syrups, malt","SYRUPS,MALT",NULL,NULL,NULL,NULL,0,NULL,6.25,3.87,8.37,4.12,19
6040,19353,1900,"Syrups, maple","SYRUPS,MAPLE",NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.87,19
6041,19355,1900,"Syrups, sorghum","SYRUPS,SORGHUM",NULL,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,3.87,19
6042,19359,1900,"Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER","CANDIES,MARS SNACKFOOD US,SNICKERS CRUNCHER",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6043,19360,1900,"Syrups, table blends, pancake, with 2% maple","SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE",NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.80,19
6044,19361,1900,"Syrups, table blends, cane and 15% maple","SYRUPS,TABLE BLENDS,CANE&15% MAPLE",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6045,19362,1900,"Syrups, table blends, corn, refiner, and sugar","SYRUPS,TABLE BLENDS,CORN,REFINER,&SUGAR",NULL,NULL,NULL,NULL,0,NULL,6.25,3.36,8.37,3.80,19
6046,19363,1900,"Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies","CANDIES,MARS SNACKFOOD US,SKITTLES WILD BERRY BITE SIZE",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6047,19364,1900,"Toppings, butterscotch or caramel","TOPPINGS,BUTTERSCOTCH OR CARAMEL",NULL,NULL,NULL,NULL,0,NULL,6.38,4.27,8.80,3.70,19
6048,19365,1900,"Toppings, marshmallow cream","TOPPINGS,MARSHMLLW CRM",NULL,NULL,Y,NULL,0,NULL,0.00,4.00,9.00,4.00,19
6049,19366,1900,"Toppings, pineapple","TOPPINGS,PINEAPPLE",NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.80,19
6050,19367,1900,"Toppings, nuts in syrup","TOPPINGS,NUTS IN SYRUP",NULL,NULL,Y,NULL,0,NULL,6.25,4.00,9.00,4.00,19
6051,19368,1900,"Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies","CANDIES,MARS SNACKFOOD US,SKITTLES TROPICAL BITE SIZE CAND",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6052,19369,1900,"Candies, MARS SNACKFOOD US, SKITTLES Sours Original","CANDIES,MARS SNACKFOOD US,SKITTLES SOURS ORIGINAL",NULL,"Masterfoods USA",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6053,19370,1900,"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies","CANDIES,MARS SNACKFOOD US,SKITTLES ORIGINAL BITE SIZE CAND",NULL,"Masterfoods USA",Y,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6054,19371,1900,"Frostings, vanilla, creamy, dry mix, prepared with margarine","FROSTINGS,VANILLA,CREAMY,DRY MIX,PREP W/ MARGARINE",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6055,19372,1900,"Frostings, chocolate, creamy, dry mix, prepared with margarine","FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ MARGARINE",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6056,19375,1900,"Frostings, glaze, prepared-from-recipe","FROSTINGS,GLAZE,PREPARED-FROM-RECIPE",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6057,19379,1900,"Candies, fudge, chocolate marshmallow, prepared-from-recipe","CANDIES,FUDGE,CHOC MARSHMLLW,PREPARED-FROM-RECIPE",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,19
6058,19382,1900,"Candies, taffy, prepared-from-recipe","CANDIES,TAFFY,PREPARED-FROM-RECIPE",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,19
6059,19383,1900,"Candies, toffee, prepared-from-recipe","CANDIES,TOFFEE,PREPARED-FROM-RECIPE",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,19
6060,19384,1900,"Candies, divinity, prepared-from-recipe","CANDIES,DIVINITY,PREPARED-FROM-RECIPE",NULL,NULL,NULL,NULL,0,NULL,0.00,NULL,NULL,NULL,19
6061,19387,1900,"Frozen novelties, ice type, pineapple-coconut","FROZEN NOVELTIES,ICE TYPE,PINEAPPLE-COCONUT",NULL,NULL,NULL,NULL,0,NULL,6.25,3.40,8.40,3.80,19
6062,19393,1900,"Frozen yogurts, chocolate, soft-serve","FROZEN YOGURTS,CHOC,SOFT-SERVE",NULL,NULL,NULL,NULL,0,NULL,6.20,3.60,8.70,3.70,19
6063,19400,2500,"Snacks, banana chips","BANANA CHIPS",NULL,NULL,Y,NULL,0,NULL,6.25,3.40,8.60,3.80,25
6064,19401,2500,"Snacks, cornnuts, barbecue-flavor","CORNNUTS,BARBECUE-FLAVOR",NULL,NULL,NULL,NULL,0,NULL,6.20,2.70,8.70,4.00,25
6065,19402,2500,"Snacks, cornnuts, nacho-flavor","CORNNUTS,NACHO-FLAVOR",NULL,NULL,NULL,NULL,0,NULL,6.30,3.00,8.70,4.00,25
6066,19404,2500,"Snacks, granola bars, soft, uncoated, chocolate chip","GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP",NULL,NULL,NULL,NULL,0,NULL,5.80,3.40,8.40,3.70,25
6067,19405,2500,"Snacks, granola bars, soft, uncoated, chocolate chip, graham and marshmallow","GRANOLA BARS,SOFT,UNCOATED,CHOC CHIP,GRAHAM&MARSHMLLW",NULL,NULL,NULL,NULL,0,NULL,5.80,3.40,8.40,3.90,25
6068,19406,2500,"Snacks, granola bars, soft, uncoated, nut and raisin","GRANOLA BARS,SOFT,UNCOATED,NUT&RAISIN",NULL,NULL,NULL,NULL,0,NULL,5.70,3.50,8.40,4.00,25
6069,19407,2500,"Snacks, beef sticks, smoked","SNACKS,BF STKS,SMOKED",NULL,NULL,NULL,NULL,0,NULL,6.20,4.10,9.00,2.90,25
6070,19408,2500,"Snacks, pork skins, barbecue-flavor","PORK SKINS,BARBECUE-FLAVOR",NULL,NULL,NULL,NULL,0,NULL,6.25,4.27,9.02,3.87,25
6071,19409,1900,"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32","FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO. C-32",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,19
6072,19410,2500,"Snack, potato chips, made from dried potatoes, plain","SNACK,POTATO CHIPS,MADE FROM DRIED POTATOES,PLN",NULL,NULL,Y,NULL,0,NULL,6.25,2.80,8.80,4.00,25
6073,19411,2500,"Snacks, potato chips, plain, salted","POTATO CHIPS,PLAIN,SALTED",NULL,NULL,Y,NULL,0,NULL,6.25,2.80,8.80,4.00,25
6074,19412,2500,"Snacks, potato chips, made from dried potatoes, cheese-flavor","POTATO CHIPS,MADE FROM DRIED POTATOES,CHEESE-FLAVOR",NULL,NULL,NULL,NULL,0,NULL,6.30,3.30,8.80,4.00,25
6075,19413,2500,"Snacks, rice cakes, brown rice, corn","RICE CAKES,BROWN RICE,CORN",NULL,NULL,NULL,NULL,0,NULL,6.10,3.00,8.40,4.10,25
6076,19414,2500,"Snacks, rice cakes, brown rice, multigrain","RICE CAKES,BROWN RICE,MULTIGRAIN",NULL,NULL,NULL,NULL,0,NULL,5.90,3.40,8.40,4.10,25
6077,19415,2500,"Snacks, potato sticks","POTATO STICKS",NULL,NULL,Y,NULL,0,NULL,6.25,2.78,8.37,4.03,25
6078,19416,2500,"Snacks, rice cakes, brown rice, rye","RICE CAKES,BROWN RICE,RYE",NULL,NULL,NULL,NULL,0,NULL,5.90,3.30,8.40,4.10,25
6079,19418,2500,"Snacks, sesame sticks, wheat-based, salted","SESAME STKS,WHEAT-BASED,SALTED",NULL,NULL,Y,NULL,0,NULL,5.70,3.70,8.70,3.90,25
6080,19419,2500,"Snacks, corn cakes","CORN CAKES",NULL,NULL,NULL,NULL,0,NULL,6.10,3.10,8.40,4.10,25
6081,19420,2500,"Snacks, granola bars, hard, peanut butter","GRANOLA BARS,HARD,PNUT BUTTER",NULL,NULL,NULL,NULL,0,NULL,5.60,3.40,8.70,3.90,25
6082,19421,2500,"Snacks, potato chips, cheese-flavor","POTATO CHIPS,CHEESE-FLAVOR",NULL,NULL,NULL,NULL,0,NULL,6.30,3.00,8.80,4.00,25
6083,19422,2500,"Snacks, potato chips, reduced fat","POTATO CHIPS,LIGHT",NULL,NULL,Y,NULL,0,NULL,6.25,2.80,8.80,4.00,25
6084,19423,2500,"Snacks, potato chips, fat-free, made with olestra","SNACKS,POTATO CHIPS,FAT-FREE,MADE W/OLESTRA",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6085,19424,2500,"Snacks, tortilla chips, nacho-flavor, reduced fat","SNACKS,TORTILLA CHIPS,NACHO-FLAVOR,RED FAT",NULL,NULL,NULL,NULL,0,NULL,6.30,2.90,8.80,4.00,25
6086,19433,2500,"Tortilla chips, low fat, baked without fat","TORTILLA CHIPS,LOFAT,BKD WO/FAT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6087,19434,2500,"Cheese puffs and twists, corn based, low fat","CHEESE PUFFS&TWISTS,CORN BSD,LOFAT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6088,19435,2500,"Snacks, granola bar, fruit-filled, nonfat","SNACKS,GRANOLA BAR,FRUIT-FILLED,NONFAT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6089,19436,2500,"Popcorn, sugar syrup/caramel, fat-free","POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6090,19437,2500,"Snacks, potato chips, fat free, salted","POTATO CHIPS,FAT FREE,SALTED",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6091,19438,2500,"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares","SNACKS,KELLOGG,KELLOGG'S RICE KRISPIES TREATS SQUARES",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6092,19439,2500,"Snacks, KELLOGG, KELLOGG'S Low Fat Granola Bar, Crunchy Almond/Brown Sugar","SNACKS,KELLOGG'S LOFAT GRANOLA BAR,CRUNCHY ALMD/BRN SUGAR",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6093,19440,2500,"Snacks, M&M MARS, KUDOS Whole Grain Bar, chocolate chip","SNACKS,M&M MARS,KUDOS WHL GRAIN BARS,CHOC CHIP",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6094,19441,2500,"Snacks, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit","SNACKS,KELLOGG'S,NUTRI-GRAIN CRL BARS,FRUIT",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6095,19444,2500,"Snacks, tortilla chips, low fat, made with olestra, nacho cheese","SNACKS,TORTILLA CHIPS,LOFAT,MADE W/OLESTRA,NACHO CHS",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6096,19445,2500,"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra","SNACKS,POTATO CHIPS,FRM DRIED POT,FAT-FREE,W/OLESTRA",NULL,NULL,Y,NULL,0,NULL,6.20,NULL,NULL,NULL,25
6097,19524,2500,"Snacks, taro chips","TARO CHIPS",NULL,NULL,Y,NULL,0,NULL,6.25,2.80,8.80,4.00,25
6098,19701,1900,"Candies, semisweet chocolate, made with butter","CANDIES,SEMISWEET CHOC,MADE W/BUTTER",NULL,NULL,NULL,NULL,0,NULL,5.63,1.83,8.50,3.40,19
6099,19702,1900,"Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate and salt","GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT",NULL,NULL,NULL,NULL,0,NULL,5.55,3.90,9.02,3.87,19
6100,19703,1900,"Gelatin desserts, dry mix, reduced calorie, with aspartame, added phosphorus, potassium, sodium, vitamin C","GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,ADDED P,K,NA,VIT C",NULL,NULL,NULL,NULL,0,NULL,5.55,3.90,9.02,3.87,19
6101,19704,1900,"Gelatin desserts, dry mix, reduced calorie, with aspartame, no added sodium","GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,NO ADDED NA",NULL,NULL,NULL,NULL,0,NULL,5.55,3.90,9.02,3.87,19
6102,19705,1900,"Puddings, banana, dry mix, instant, with added oil","PUDDINGS,BANANA,DRY MIX,INST,W/ ADDED OIL",NULL,NULL,NULL,NULL,0,NULL,6.40,4.20,8.80,3.90,19
6103,19706,1900,"Puddings, banana, dry mix, regular, with added oil","PUDDINGS,BANANA,DRY MIX,REG,W/ ADDED OIL",NULL,NULL,NULL,NULL,0,NULL,6.20,3.50,8.40,3.90,19
6104,19708,1900,"Puddings, lemon, dry mix, regular, with added oil, potassium, sodium","PUDDINGS,LEMON,DRY MIX,REG,W/ ADDED OIL,K,NA",NULL,NULL,NULL,NULL,0,NULL,6.25,3.50,8.80,3.90,19
6105,19709,1900,"Puddings, tapioca, dry mix, with no added salt","PUDDINGS,TAPIOCA,DRY MIX,W/ NO ADDED SALT",NULL,NULL,NULL,NULL,0,NULL,6.25,3.00,8.40,3.90,19
6106,19710,1900,"Puddings, vanilla, dry mix, regular, with added oil","PUDDINGS,VANILLA,DRY MIX,REG,W/ ADDED OIL",NULL,NULL,NULL,NULL,0,NULL,6.25,3.50,8.40,3.90,19
6107,19719,1900,"Jams and preserves, apricot","JAMS&PRESERVES,APRICOT",NULL,NULL,Y,NULL,0,NULL,6.25,3.36,8.37,3.70,19
6108,19720,1900,"Syrups, table blends, pancake, with 2% maple, with added potassium","SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K",NULL,NULL,NULL,NULL,0,NULL,6.25,3.36,8.37,3.80,19
6109,19800,2500,"Snacks, corn cakes, very low sodium","CORN CAKES,VERY LO NA",NULL,NULL,NULL,NULL,0,NULL,6.10,3.10,8.40,4.10,25
6110,19802,2500,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor, unenriched","SNACKS,CORN-BASED,EXTRDD,PUFFS OR TWISTS,CHEESE-FLAVOR,UNENR",NULL,NULL,NULL,NULL,0,NULL,6.30,4.00,8.80,4.10,25
6111,19804,2500,"Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour","SNACKS,CORN-BASE,EXTRUD,CHIPS,BARBECUE-FLAVOR,W/ENR MASA FLR",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,25
6112,19806,2500,"Snacks, popcorn, air-popped, white popcorn","POPCORN,AIR-POPPED,WHITE POPCORN",NULL,NULL,NULL,NULL,0,NULL,6.25,2.73,8.37,4.03,25
6113,19807,2500,"Snacks, popcorn, oil-popped, white popcorn","POPCORN,OIL-POPPED,WHITE POPCORN",NULL,NULL,NULL,NULL,0,NULL,6.25,2.70,8.80,4.00,25
6114,19809,2500,"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, salted","POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,SALTED",NULL,NULL,NULL,NULL,0,NULL,6.25,2.80,8.80,4.00,25
6115,19810,2500,"Snacks, potato chips, plain, made with partially hydrogenated soybean oil, unsalted","POTATO CHIPS,PLN,MADE W/PART HYDR SOYBN OIL,UNSALTED",NULL,NULL,NULL,NULL,0,NULL,6.25,2.80,8.80,4.00,25
6116,19811,2500,"Snacks, potato chips, plain, unsalted","POTATO CHIPS,PLN,UNSALTED",NULL,NULL,Y,NULL,0,NULL,6.25,2.80,8.80,4.00,25
6117,19812,2500,"Snacks, pretzels, hard, plain, made with unenriched flour, salted","PRETZELS,HARD,PLN,MADE W/UNENR FLR,SALTED",NULL,NULL,NULL,NULL,0,NULL,5.70,3.70,8.70,4.00,25
6118,19813,2500,"Snacks, pretzels, hard, plain, made with unenriched flour, unsalted","PRETZELS,HARD,PLN,MADE W/UNENR FLR,UNSALTED",NULL,NULL,NULL,NULL,0,NULL,5.70,3.70,8.70,4.00,25
6119,19814,2500,"Snacks, pretzels, hard, plain, made with enriched flour, unsalted","SNACKS,PRETZELS,HARD,PLN,MADE W/ ENR FLR,UNSALTED",NULL,NULL,Y,NULL,0,NULL,5.70,3.70,8.70,4.00,25
6120,19816,2500,"Snacks, rice cakes, brown rice, plain, unsalted","RICE CAKES,BROWN RICE,PLN,UNSALTED",NULL,NULL,Y,NULL,0,NULL,5.95,3.41,8.37,4.12,25
6121,19817,2500,"Snacks, rice cakes, brown rice, buckwheat, unsalted","RICE CAKES,BROWN RICE,BUCKWHEAT,UNSALTED",NULL,NULL,NULL,NULL,0,NULL,6.10,3.40,8.40,4.00,25
6122,19818,2500,"Snacks, rice cakes, brown rice, multigrain, unsalted","RICE CAKES,BROWN RICE,MULTIGRAIN,UNSALTED",NULL,NULL,NULL,NULL,0,NULL,5.90,3.40,8.40,4.10,25
6123,19819,2500,"Snacks, rice cakes, brown rice, sesame seed, unsalted","RICE CAKES,BROWN RICE,SESAME SD,UNSALTED",NULL,NULL,NULL,NULL,0,NULL,5.90,3.40,8.40,4.10,25
6124,19820,2500,"Snacks, sesame sticks, wheat-based, unsalted","SESAME STKS,WHEAT-BASED,UNSALTED",NULL,NULL,NULL,NULL,0,NULL,5.70,3.70,8.70,3.90,25
