id,ndb_no,food_group_code,long_description,short_description,common_name,company_name,survey,refuse_description,refuce,scientific_name,nitrogen_factor,protein_factor,fat_factor,cho_factor,food_group_id
729,04674,0400,"Margarine-like spread, SMART BALANCE Light Buttery Spread","MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD",NULL,NULL,NULL,NULL,0,NULL,6.38,NULL,NULL,NULL,4
730,04675,0400,"Margarine-like spread, SMART BEAT Super Light without saturated fat","MARGARINE-LIKE SPRD,SMART BEAT SUPER LT WO/ SATURATED FAT",NULL,NULL,NULL,NULL,0,NULL,6.38,NULL,NULL,NULL,4
731,04676,0400,"Margarine-like spread, SMART BEAT Smart Squeeze","MARGARINE-LIKE SPRD,SMART BEAT SMART SQUEEZE",NULL,"GFA Brands",NULL,NULL,0,NULL,6.38,NULL,NULL,NULL,4
732,04677,0400,"Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)","MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD",NULL,"GFA Brands",NULL,NULL,0,NULL,6.38,NULL,NULL,NULL,4
733,04678,0400,"Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%)","OIL,VEG,NATREON CANOLA,HI STABILITY,NON TRANS,HI OLEIC (70%)","trans free high stability low saturated fat non-hydrogenated canola oil","Dow AgroSciences, LLC",NULL,NULL,0,NULL,NULL,NULL,8.84,NULL,4
734,04679,0400,"Oil, PAM cooking spray, original","OIL,PAM COOKING SPRAY,ORIGINAL",NULL,"ConAgra, Inc.",NULL,NULL,0,NULL,6.25,NULL,NULL,NULL,4
735,04683,0400,"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub","MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB",NULL,NULL,NULL,NULL,0,NULL,NULL,4.27,8.84,3.87,4
736,04684,0400,"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)","MARGARINE,80% FAT,TUB,CANOLA HARVEST SOFT SPRD",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,4
737,04685,0400,"Oil, cooking and salad, ENOVA, 80% diglycerides","OIL,COOKING & SALAD,ENOVA,80% DIGLYCERIDES",NULL,"ADM KAO LLC",NULL,NULL,0,NULL,NULL,NULL,8.84,NULL,4
738,04686,0400,"Salad dressing, honey mustard dressing, reduced calorie","SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,4
739,04687,0400,"Margarine-like spread, BENECOL Light Spread","MARGARINE-LIKE SPRD,BENECOL LT SPRD",NULL,"McNeil Nutritionals, LLC",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,4
740,04688,0400,"Salad dressing, spray-style dressing, assorted flavors","SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS",NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,4
741,04689,0400,"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light","SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT",NULL,"Smart Balance Foods",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,4
742,04690,0400,"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D","VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,NULL,4.27,8.84,3.80,4
743,04691,0400,"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D","MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.84,3.80,4
744,04692,0400,"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D","MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.84,3.80,4
745,04693,0400,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D","VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.93,4.27,8.84,3.80,4
746,04694,0400,"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D","VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.93,4.27,8.84,3.84,4
747,04695,0400,"Margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin D","VEG-OIL SPRD,STICK/TUB/BOTTLE,60% FAT,W/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,NULL,NULL,NULL,NULL,4
748,04696,0400,"Margarine, regular, 80% fat, composite, stick, without salt, with added vitamin D","MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT,W/ ADDED VITAMIN D",NULL,NULL,Y,NULL,0,NULL,6.38,4.27,8.84,3.80,4
749,04697,0400,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin D","VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT,W/VIT D",NULL,NULL,Y,NULL,0,NULL,6.25,NULL,NULL,NULL,4
750,05001,0500,"Chicken, broilers or fryers, meat and skin and giblets and neck, raw","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RAW",NULL,NULL,NULL,Bone,31,"Gallus gallus",6.25,4.27,9.02,3.87,5
751,05002,0500,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter","CHICKEN,BROILER OR FRYER,MEAT&SKN&GIBLETS&NECK,FRIED,BATTER",NULL,NULL,NULL,Bone,21,NULL,6.25,4.27,9.02,3.87,5
752,05003,0500,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, flour","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,FRIED,FLR",NULL,NULL,NULL,Bone,28,NULL,6.25,4.27,9.02,3.87,5
753,05004,0500,"Chicken, broilers or fryers, meat and skin and giblets and neck, roasted","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,RSTD",NULL,NULL,Y,Bone,31,NULL,6.25,4.27,9.02,3.87,5
754,05005,0500,"Chicken, broilers or fryers, meat and skin and giblets and neck, stewed","CHICKEN,BROILERS OR FRYERS,MEAT&SKN&GIBLETS&NECK,STWD",NULL,NULL,NULL,Bone,33,NULL,6.25,4.27,9.02,3.87,5
755,05006,0500,"Chicken, broilers or fryers, meat and skin, raw","CHICKEN,BROILERS OR FRYERS,MEAT & SKN,RAW",NULL,NULL,Y,Bone,32,NULL,6.25,4.27,9.02,3.87,5
756,05007,0500,"Chicken, broilers or fryers, meat and skin, cooked, fried, batter","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,BATTER",NULL,NULL,Y,Bone,22,NULL,6.25,4.27,9.02,3.87,5
757,05008,0500,"Chicken, broilers or fryers, meat and skin, cooked, fried, flour","CHICKEN,BROILERS OR FRYERS,MEAT&SKN,CKD,FRIED,FLR",NULL,NULL,Y,Bone,29,NULL,6.25,4.27,9.02,3.87,5
